ASSERTION	AAMAAQpsb2dpbi1wZWFrAwABBAAAAAAAAMBXQAEAAAAAAACIs0A=
ASSERTION	AAECAAIFAAAAAAAAAAAA
RUN	parabank.Login200Test	login200test	1777156522795	 	3.3.1
REQUEST	442		login-peak	1777156524604	1777156525186	OK	 
USER	Login - 200 Concurrentes	442	END	1777156524604	1777156525186
USER	Login - 200 Concurrentes	602	START	1777156525186	1777156525186
REQUEST	434		login-peak	1777156524582	1777156525189	OK	 
REQUEST	438		login-peak	1777156524591	1777156525189	OK	 
USER	Login - 200 Concurrentes	434	END	1777156524581	1777156525189
USER	Login - 200 Concurrentes	603	START	1777156525190	1777156525190
USER	Login - 200 Concurrentes	438	END	1777156524591	1777156525190
USER	Login - 200 Concurrentes	604	START	1777156525190	1777156525190
REQUEST	367		login-peak	1777156524399	1777156525191	OK	 
REQUEST	446		login-peak	1777156524621	1777156525191	OK	 
USER	Login - 200 Concurrentes	367	END	1777156524399	1777156525192
REQUEST	363		login-peak	1777156524386	1777156525192	OK	 
USER	Login - 200 Concurrentes	605	START	1777156525192	1777156525192
USER	Login - 200 Concurrentes	446	END	1777156524621	1777156525193
USER	Login - 200 Concurrentes	606	START	1777156525193	1777156525193
REQUEST	171		login-peak	1777156524387	1777156525196	OK	 
USER	Login - 200 Concurrentes	363	END	1777156524386	1777156525196
USER	Login - 200 Concurrentes	171	END	1777156524386	1777156525196
USER	Login - 200 Concurrentes	607	START	1777156525197	1777156525197
USER	Login - 200 Concurrentes	608	START	1777156525197	1777156525197
REQUEST	412		login-peak	1777156524526	1777156525200	OK	 
USER	Login - 200 Concurrentes	412	END	1777156524525	1777156525200
USER	Login - 200 Concurrentes	609	START	1777156525200	1777156525200
REQUEST	371		login-peak	1777156524409	1777156525202	OK	 
USER	Login - 200 Concurrentes	371	END	1777156524409	1777156525203
REQUEST	179		login-peak	1777156524426	1777156525203	OK	 
USER	Login - 200 Concurrentes	610	START	1777156525203	1777156525203
USER	Login - 200 Concurrentes	179	END	1777156524425	1777156525204
USER	Login - 200 Concurrentes	611	START	1777156525204	1777156525204
REQUEST	416		login-peak	1777156524532	1777156525200	OK	 
REQUEST	196		login-peak	1777156524515	1777156525209	OK	 
USER	Login - 200 Concurrentes	416	END	1777156524532	1777156525209
USER	Login - 200 Concurrentes	612	START	1777156525210	1777156525210
USER	Login - 200 Concurrentes	196	END	1777156524514	1777156525211
REQUEST	420		login-peak	1777156524544	1777156525212	OK	 
USER	Login - 200 Concurrentes	420	END	1777156524544	1777156525212
REQUEST	175		login-peak	1777156524404	1777156525204	OK	 
USER	Login - 200 Concurrentes	614	START	1777156525212	1777156525212
USER	Login - 200 Concurrentes	175	END	1777156524404	1777156525213
REQUEST	383		login-peak	1777156524443	1777156525213	OK	 
USER	Login - 200 Concurrentes	615	START	1777156525213	1777156525213
USER	Login - 200 Concurrentes	383	END	1777156524443	1777156525213
REQUEST	391		login-peak	1777156524470	1777156525214	OK	 
USER	Login - 200 Concurrentes	616	START	1777156525214	1777156525214
USER	Login - 200 Concurrentes	613	START	1777156525212	1777156525212
REQUEST	394		login-peak	1777156524484	1777156525214	OK	 
USER	Login - 200 Concurrentes	394	END	1777156524483	1777156525215
USER	Login - 200 Concurrentes	617	START	1777156525215	1777156525215
REQUEST	390		login-peak	1777156524469	1777156525216	OK	 
USER	Login - 200 Concurrentes	391	END	1777156524470	1777156525217
REQUEST	375		login-peak	1777156524418	1777156525217	OK	 
USER	Login - 200 Concurrentes	375	END	1777156524418	1777156525217
USER	Login - 200 Concurrentes	390	END	1777156524465	1777156525218
USER	Login - 200 Concurrentes	619	START	1777156525218	1777156525218
USER	Login - 200 Concurrentes	620	START	1777156525219	1777156525219
USER	Login - 200 Concurrentes	618	START	1777156525217	1777156525217
REQUEST	382		login-peak	1777156524439	1777156525221	OK	 
REQUEST	200		login-peak	1777156524535	1777156525220	OK	 
USER	Login - 200 Concurrentes	200	END	1777156524534	1777156525222
USER	Login - 200 Concurrentes	382	END	1777156524439	1777156525222
USER	Login - 200 Concurrentes	621	START	1777156525223	1777156525223
REQUEST	424		login-peak	1777156524549	1777156525223	OK	 
USER	Login - 200 Concurrentes	622	START	1777156525223	1777156525223
REQUEST	406		login-peak	1777156524509	1777156525224	OK	 
REQUEST	178		login-peak	1777156524426	1777156525225	OK	 
REQUEST	428		login-peak	1777156524569	1777156525225	OK	 
REQUEST	187		login-peak	1777156524465	1777156525228	OK	 
USER	Login - 200 Concurrentes	406	END	1777156524505	1777156525224
USER	Login - 200 Concurrentes	424	END	1777156524548	1777156525225
USER	Login - 200 Concurrentes	178	END	1777156524425	1777156525225
USER	Login - 200 Concurrentes	428	END	1777156524568	1777156525225
USER	Login - 200 Concurrentes	187	END	1777156524464	1777156525228
USER	Login - 200 Concurrentes	624	START	1777156525229	1777156525229
USER	Login - 200 Concurrentes	625	START	1777156525230	1777156525230
USER	Login - 200 Concurrentes	627	START	1777156525231	1777156525231
USER	Login - 200 Concurrentes	623	START	1777156525229	1777156525229
USER	Login - 200 Concurrentes	626	START	1777156525230	1777156525230
REQUEST	387		login-peak	1777156524455	1777156525231	OK	 
REQUEST	183		login-peak	1777156524446	1777156525234	OK	 
USER	Login - 200 Concurrentes	387	END	1777156524454	1777156525234
REQUEST	432		login-peak	1777156524581	1777156525239	OK	 
USER	Login - 200 Concurrentes	628	START	1777156525238	1777156525238
REQUEST	440		login-peak	1777156524594	1777156525239	OK	 
REQUEST	444		login-peak	1777156524609	1777156525240	OK	 
USER	Login - 200 Concurrentes	432	END	1777156524581	1777156525239
USER	Login - 200 Concurrentes	440	END	1777156524594	1777156525240
USER	Login - 200 Concurrentes	629	START	1777156525241	1777156525241
USER	Login - 200 Concurrentes	630	START	1777156525242	1777156525242
USER	Login - 200 Concurrentes	183	END	1777156524446	1777156525244
USER	Login - 200 Concurrentes	631	START	1777156525244	1777156525244
REQUEST	398		login-peak	1777156524492	1777156525225	OK	 
REQUEST	386		login-peak	1777156524453	1777156525247	OK	 
REQUEST	370		login-peak	1777156524408	1777156525247	OK	 
USER	Login - 200 Concurrentes	398	END	1777156524492	1777156525246
USER	Login - 200 Concurrentes	386	END	1777156524453	1777156525247
USER	Login - 200 Concurrentes	444	END	1777156524608	1777156525247
USER	Login - 200 Concurrentes	632	START	1777156525250	1777156525250
USER	Login - 200 Concurrentes	633	START	1777156525250	1777156525250
USER	Login - 200 Concurrentes	634	START	1777156525251	1777156525251
USER	Login - 200 Concurrentes	370	END	1777156524407	1777156525260
USER	Login - 200 Concurrentes	635	START	1777156525260	1777156525260
REQUEST	402		login-peak	1777156524499	1777156525265	OK	 
USER	Login - 200 Concurrentes	402	END	1777156524498	1777156525265
USER	Login - 200 Concurrentes	636	START	1777156525266	1777156525266
REQUEST	194		login-peak	1777156524504	1777156525269	OK	 
USER	Login - 200 Concurrentes	194	END	1777156524504	1777156525274
USER	Login - 200 Concurrentes	637	START	1777156525276	1777156525276
REQUEST	366		login-peak	1777156524396	1777156525281	OK	 
REQUEST	380		login-peak	1777156524436	1777156525288	OK	 
USER	Login - 200 Concurrentes	366	END	1777156524396	1777156525289
USER	Login - 200 Concurrentes	638	START	1777156525291	1777156525291
USER	Login - 200 Concurrentes	380	END	1777156524436	1777156525293
USER	Login - 200 Concurrentes	639	START	1777156525293	1777156525293
REQUEST	388		login-peak	1777156524458	1777156525293	OK	 
USER	Login - 200 Concurrentes	388	END	1777156524456	1777156525294
REQUEST	400		login-peak	1777156524497	1777156525295	OK	 
USER	Login - 200 Concurrentes	640	START	1777156525295	1777156525295
USER	Login - 200 Concurrentes	400	END	1777156524497	1777156525295
USER	Login - 200 Concurrentes	641	START	1777156525298	1777156525298
REQUEST	190		login-peak	1777156524484	1777156525289	OK	 
USER	Login - 200 Concurrentes	190	END	1777156524484	1777156525300
USER	Login - 200 Concurrentes	642	START	1777156525300	1777156525300
REQUEST	182		login-peak	1777156524446	1777156525303	OK	 
REQUEST	513		login-peak	1777156524831	1777156525308	OK	 
USER	Login - 200 Concurrentes	182	END	1777156524446	1777156525308
USER	Login - 200 Concurrentes	513	END	1777156524831	1777156525308
USER	Login - 200 Concurrentes	643	START	1777156525311	1777156525311
REQUEST	509		login-peak	1777156524821	1777156525313	OK	 
USER	Login - 200 Concurrentes	644	START	1777156525311	1777156525311
USER	Login - 200 Concurrentes	509	END	1777156524821	1777156525313
USER	Login - 200 Concurrentes	645	START	1777156525316	1777156525316
REQUEST	378		login-peak	1777156524434	1777156525308	OK	 
USER	Login - 200 Concurrentes	378	END	1777156524433	1777156525320
REQUEST	407		login-peak	1777156524506	1777156525320	OK	 
USER	Login - 200 Concurrentes	646	START	1777156525320	1777156525320
USER	Login - 200 Concurrentes	407	END	1777156524505	1777156525321
REQUEST	411		login-peak	1777156524522	1777156525321	OK	 
USER	Login - 200 Concurrentes	647	START	1777156525321	1777156525321
REQUEST	186		login-peak	1777156524464	1777156525322	OK	 
USER	Login - 200 Concurrentes	186	END	1777156524464	1777156525323
USER	Login - 200 Concurrentes	648	START	1777156525323	1777156525323
USER	Login - 200 Concurrentes	411	END	1777156524522	1777156525332
REQUEST	415		login-peak	1777156524528	1777156525333	OK	 
USER	Login - 200 Concurrentes	649	START	1777156525332	1777156525332
REQUEST	454		login-peak	1777156524633	1777156525332	OK	 
USER	Login - 200 Concurrentes	415	END	1777156524528	1777156525333
USER	Login - 200 Concurrentes	650	START	1777156525333	1777156525333
REQUEST	525		login-peak	1777156524908	1777156525334	OK	 
USER	Login - 200 Concurrentes	454	END	1777156524633	1777156525334
REQUEST	470		login-peak	1777156524702	1777156525335	OK	 
REQUEST	458		login-peak	1777156524639	1777156525336	OK	 
USER	Login - 200 Concurrentes	470	END	1777156524702	1777156525336
USER	Login - 200 Concurrentes	652	START	1777156525337	1777156525337
USER	Login - 200 Concurrentes	525	END	1777156524907	1777156525337
USER	Login - 200 Concurrentes	653	START	1777156525338	1777156525338
USER	Login - 200 Concurrentes	651	START	1777156525335	1777156525335
USER	Login - 200 Concurrentes	458	END	1777156524638	1777156525339
USER	Login - 200 Concurrentes	654	START	1777156525339	1777156525339
REQUEST	195		login-peak	1777156524504	1777156525338	OK	 
REQUEST	466		login-peak	1777156524682	1777156525340	OK	 
USER	Login - 200 Concurrentes	466	END	1777156524682	1777156525340
USER	Login - 200 Concurrentes	655	START	1777156525340	1777156525340
REQUEST	462		login-peak	1777156524662	1777156525341	OK	 
USER	Login - 200 Concurrentes	462	END	1777156524662	1777156525342
USER	Login - 200 Concurrentes	195	END	1777156524504	1777156525343
REQUEST	427		login-peak	1777156524558	1777156525343	OK	 
USER	Login - 200 Concurrentes	657	START	1777156525343	1777156525343
USER	Login - 200 Concurrentes	656	START	1777156525342	1777156525342
REQUEST	450		login-peak	1777156524626	1777156525343	OK	 
USER	Login - 200 Concurrentes	450	END	1777156524626	1777156525344
USER	Login - 200 Concurrentes	658	START	1777156525345	1777156525345
REQUEST	474		login-peak	1777156524710	1777156525344	OK	 
USER	Login - 200 Concurrentes	474	END	1777156524709	1777156525346
USER	Login - 200 Concurrentes	659	START	1777156525346	1777156525346
REQUEST	482		login-peak	1777156524728	1777156525346	OK	 
USER	Login - 200 Concurrentes	482	END	1777156524728	1777156525347
USER	Login - 200 Concurrentes	660	START	1777156525348	1777156525348
REQUEST	486		login-peak	1777156524732	1777156525347	OK	 
USER	Login - 200 Concurrentes	427	END	1777156524557	1777156525348
REQUEST	419		login-peak	1777156524544	1777156525349	OK	 
USER	Login - 200 Concurrentes	419	END	1777156524544	1777156525349
USER	Login - 200 Concurrentes	661	START	1777156525349	1777156525349
USER	Login - 200 Concurrentes	486	END	1777156524732	1777156525350
USER	Login - 200 Concurrentes	663	START	1777156525351	1777156525351
USER	Login - 200 Concurrentes	662	START	1777156525350	1777156525350
REQUEST	490		login-peak	1777156524768	1777156525350	OK	 
USER	Login - 200 Concurrentes	490	END	1777156524768	1777156525352
USER	Login - 200 Concurrentes	664	START	1777156525352	1777156525352
REQUEST	494		login-peak	1777156524774	1777156525353	OK	 
USER	Login - 200 Concurrentes	494	END	1777156524774	1777156525353
REQUEST	199		login-peak	1777156524528	1777156525349	OK	 
USER	Login - 200 Concurrentes	199	END	1777156524527	1777156525354
REQUEST	423		login-peak	1777156524548	1777156525355	OK	 
USER	Login - 200 Concurrentes	665	START	1777156525354	1777156525354
REQUEST	502		login-peak	1777156524789	1777156525354	OK	 
USER	Login - 200 Concurrentes	423	END	1777156524547	1777156525355
USER	Login - 200 Concurrentes	502	END	1777156524786	1777156525357
USER	Login - 200 Concurrentes	668	START	1777156525357	1777156525357
USER	Login - 200 Concurrentes	666	START	1777156525355	1777156525355
USER	Login - 200 Concurrentes	667	START	1777156525355	1777156525355
REQUEST	498		login-peak	1777156524777	1777156525359	OK	 
USER	Login - 200 Concurrentes	498	END	1777156524777	1777156525360
REQUEST	439		login-peak	1777156524592	1777156525355	OK	 
USER	Login - 200 Concurrentes	669	START	1777156525362	1777156525362
USER	Login - 200 Concurrentes	439	END	1777156524592	1777156525365
REQUEST	431		login-peak	1777156524581	1777156525365	OK	 
USER	Login - 200 Concurrentes	670	START	1777156525365	1777156525365
USER	Login - 200 Concurrentes	431	END	1777156524581	1777156525366
REQUEST	443		login-peak	1777156524603	1777156525366	OK	 
USER	Login - 200 Concurrentes	671	START	1777156525366	1777156525366
REQUEST	448		login-peak	1777156524625	1777156525375	OK	 
USER	Login - 200 Concurrentes	443	END	1777156524603	1777156525376
REQUEST	435		login-peak	1777156524582	1777156525377	OK	 
USER	Login - 200 Concurrentes	672	START	1777156525377	1777156525377
USER	Login - 200 Concurrentes	435	END	1777156524581	1777156525377
REQUEST	463		login-peak	1777156524667	1777156525377	OK	 
USER	Login - 200 Concurrentes	673	START	1777156525377	1777156525377
USER	Login - 200 Concurrentes	463	END	1777156524666	1777156525378
REQUEST	447		login-peak	1777156524626	1777156525378	OK	 
USER	Login - 200 Concurrentes	674	START	1777156525378	1777156525378
USER	Login - 200 Concurrentes	447	END	1777156524624	1777156525378
USER	Login - 200 Concurrentes	675	START	1777156525378	1777156525378
USER	Login - 200 Concurrentes	448	END	1777156524624	1777156525384
REQUEST	452		login-peak	1777156524630	1777156525384	OK	 
USER	Login - 200 Concurrentes	452	END	1777156524630	1777156525384
USER	Login - 200 Concurrentes	677	START	1777156525385	1777156525385
USER	Login - 200 Concurrentes	676	START	1777156525384	1777156525384
REQUEST	456		login-peak	1777156524638	1777156525386	OK	 
REQUEST	460		login-peak	1777156524647	1777156525386	OK	 
USER	Login - 200 Concurrentes	456	END	1777156524638	1777156525386
REQUEST	521		login-peak	1777156524865	1777156525387	OK	 
USER	Login - 200 Concurrentes	678	START	1777156525387	1777156525387
USER	Login - 200 Concurrentes	521	END	1777156524865	1777156525387
REQUEST	517		login-peak	1777156524857	1777156525387	OK	 
USER	Login - 200 Concurrentes	679	START	1777156525387	1777156525387
USER	Login - 200 Concurrentes	517	END	1777156524856	1777156525388
USER	Login - 200 Concurrentes	680	START	1777156525388	1777156525388
REQUEST	451		login-peak	1777156524630	1777156525389	OK	 
USER	Login - 200 Concurrentes	451	END	1777156524629	1777156525389
REQUEST	467		login-peak	1777156524687	1777156525389	OK	 
USER	Login - 200 Concurrentes	681	START	1777156525389	1777156525389
USER	Login - 200 Concurrentes	467	END	1777156524687	1777156525390
REQUEST	471		login-peak	1777156524703	1777156525390	OK	 
USER	Login - 200 Concurrentes	682	START	1777156525390	1777156525390
USER	Login - 200 Concurrentes	471	END	1777156524703	1777156525390
USER	Login - 200 Concurrentes	683	START	1777156525391	1777156525391
USER	Login - 200 Concurrentes	460	END	1777156524647	1777156525394
REQUEST	487		login-peak	1777156524744	1777156525395	OK	 
USER	Login - 200 Concurrentes	487	END	1777156524744	1777156525395
REQUEST	464		login-peak	1777156524671	1777156525396	OK	 
USER	Login - 200 Concurrentes	464	END	1777156524671	1777156525396
REQUEST	472		login-peak	1777156524704	1777156525397	OK	 
USER	Login - 200 Concurrentes	686	START	1777156525397	1777156525397
USER	Login - 200 Concurrentes	685	START	1777156525396	1777156525396
REQUEST	479		login-peak	1777156524716	1777156525396	OK	 
USER	Login - 200 Concurrentes	479	END	1777156524716	1777156525399
USER	Login - 200 Concurrentes	687	START	1777156525399	1777156525399
USER	Login - 200 Concurrentes	472	END	1777156524704	1777156525399
USER	Login - 200 Concurrentes	684	START	1777156525394	1777156525394
USER	Login - 200 Concurrentes	688	START	1777156525399	1777156525399
REQUEST	483		login-peak	1777156524730	1777156525400	OK	 
REQUEST	476		login-peak	1777156524717	1777156525402	OK	 
REQUEST	459		login-peak	1777156524641	1777156525402	OK	 
REQUEST	475		login-peak	1777156524714	1777156525403	OK	 
REQUEST	455		login-peak	1777156524638	1777156525403	OK	 
USER	Login - 200 Concurrentes	483	END	1777156524730	1777156525402
USER	Login - 200 Concurrentes	476	END	1777156524715	1777156525402
USER	Login - 200 Concurrentes	459	END	1777156524640	1777156525402
USER	Login - 200 Concurrentes	475	END	1777156524713	1777156525403
USER	Login - 200 Concurrentes	689	START	1777156525404	1777156525404
USER	Login - 200 Concurrentes	690	START	1777156525404	1777156525404
USER	Login - 200 Concurrentes	691	START	1777156525404	1777156525404
USER	Login - 200 Concurrentes	692	START	1777156525404	1777156525404
USER	Login - 200 Concurrentes	455	END	1777156524637	1777156525406
USER	Login - 200 Concurrentes	693	START	1777156525406	1777156525406
REQUEST	480		login-peak	1777156524725	1777156525402	OK	 
USER	Login - 200 Concurrentes	480	END	1777156524724	1777156525407
REQUEST	484		login-peak	1777156524731	1777156525407	OK	 
USER	Login - 200 Concurrentes	694	START	1777156525407	1777156525407
REQUEST	496		login-peak	1777156524776	1777156525408	OK	 
USER	Login - 200 Concurrentes	484	END	1777156524731	1777156525407
USER	Login - 200 Concurrentes	695	START	1777156525408	1777156525408
USER	Login - 200 Concurrentes	496	END	1777156524776	1777156525408
USER	Login - 200 Concurrentes	696	START	1777156525408	1777156525408
REQUEST	478		login-peak	1777156524715	1777156525413	OK	 
USER	Login - 200 Concurrentes	478	END	1777156524715	1777156525413
USER	Login - 200 Concurrentes	697	START	1777156525413	1777156525413
REQUEST	500		login-peak	1777156524779	1777156525414	OK	 
USER	Login - 200 Concurrentes	500	END	1777156524778	1777156525415
USER	Login - 200 Concurrentes	698	START	1777156525418	1777156525418
REQUEST	403		login-peak	1777156524498	1777156525435	OK	 
REQUEST	399		login-peak	1777156524497	1777156525438	OK	 
USER	Login - 200 Concurrentes	403	END	1777156524497	1777156525438
USER	Login - 200 Concurrentes	399	END	1777156524496	1777156525438
USER	Login - 200 Concurrentes	699	START	1777156525438	1777156525438
USER	Login - 200 Concurrentes	700	START	1777156525439	1777156525439
REQUEST	191		login-peak	1777156524485	1777156525439	OK	 
REQUEST	541		login-peak	1777156525004	1777156525439	OK	 
USER	Login - 200 Concurrentes	541	END	1777156525004	1777156525440
USER	Login - 200 Concurrentes	191	END	1777156524484	1777156525440
USER	Login - 200 Concurrentes	701	START	1777156525440	1777156525440
USER	Login - 200 Concurrentes	702	START	1777156525441	1777156525441
REQUEST	537		login-peak	1777156524988	1777156525440	OK	 
USER	Login - 200 Concurrentes	537	END	1777156524988	1777156525443
USER	Login - 200 Concurrentes	703	START	1777156525443	1777156525443
REQUEST	533		login-peak	1777156524975	1777156525443	OK	 
USER	Login - 200 Concurrentes	533	END	1777156524975	1777156525447
USER	Login - 200 Concurrentes	704	START	1777156525447	1777156525447
REQUEST	561		login-peak	1777156525051	1777156525448	OK	 
USER	Login - 200 Concurrentes	561	END	1777156525051	1777156525449
USER	Login - 200 Concurrentes	705	START	1777156525450	1777156525450
REQUEST	436		login-peak	1777156524587	1777156525476	OK	 
USER	Login - 200 Concurrentes	436	END	1777156524586	1777156525476
USER	Login - 200 Concurrentes	706	START	1777156525478	1777156525478
REQUEST	549		login-peak	1777156525014	1777156525489	OK	 
USER	Login - 200 Concurrentes	549	END	1777156525014	1777156525495
USER	Login - 200 Concurrentes	707	START	1777156525496	1777156525496
REQUEST	545		login-peak	1777156525009	1777156525495	OK	 
USER	Login - 200 Concurrentes	545	END	1777156525009	1777156525497
REQUEST	529		login-peak	1777156524938	1777156525497	OK	 
USER	Login - 200 Concurrentes	708	START	1777156525497	1777156525497
USER	Login - 200 Concurrentes	529	END	1777156524937	1777156525497
USER	Login - 200 Concurrentes	709	START	1777156525498	1777156525498
REQUEST	553		login-peak	1777156525023	1777156525502	OK	 
USER	Login - 200 Concurrentes	553	END	1777156525023	1777156525502
REQUEST	506		login-peak	1777156524814	1777156525504	OK	 
USER	Login - 200 Concurrentes	710	START	1777156525504	1777156525504
USER	Login - 200 Concurrentes	506	END	1777156524813	1777156525504
USER	Login - 200 Concurrentes	711	START	1777156525504	1777156525504
REQUEST	522		login-peak	1777156524867	1777156525516	OK	 
USER	Login - 200 Concurrentes	522	END	1777156524867	1777156525517
USER	Login - 200 Concurrentes	712	START	1777156525517	1777156525517
REQUEST	565		login-peak	1777156525066	1777156525520	OK	 
USER	Login - 200 Concurrentes	565	END	1777156525065	1777156525521
USER	Login - 200 Concurrentes	713	START	1777156525522	1777156525522
REQUEST	514		login-peak	1777156524841	1777156525524	OK	 
USER	Login - 200 Concurrentes	514	END	1777156524840	1777156525526
USER	Login - 200 Concurrentes	714	START	1777156525526	1777156525526
REQUEST	510		login-peak	1777156524827	1777156525530	OK	 
REQUEST	557		login-peak	1777156525035	1777156525530	OK	 
USER	Login - 200 Concurrentes	557	END	1777156525035	1777156525531
USER	Login - 200 Concurrentes	715	START	1777156525531	1777156525531
USER	Login - 200 Concurrentes	510	END	1777156524826	1777156525533
USER	Login - 200 Concurrentes	716	START	1777156525535	1777156525535
REQUEST	518		login-peak	1777156524860	1777156525538	OK	 
USER	Login - 200 Concurrentes	518	END	1777156524860	1777156525538
USER	Login - 200 Concurrentes	717	START	1777156525538	1777156525538
REQUEST	601		login-peak	1777156525185	1777156525540	OK	 
USER	Login - 200 Concurrentes	601	END	1777156525185	1777156525541
USER	Login - 200 Concurrentes	718	START	1777156525541	1777156525541
REQUEST	577		login-peak	1777156525120	1777156525541	OK	 
USER	Login - 200 Concurrentes	577	END	1777156525120	1777156525541
USER	Login - 200 Concurrentes	719	START	1777156525541	1777156525541
REQUEST	569		login-peak	1777156525105	1777156525542	OK	 
USER	Login - 200 Concurrentes	569	END	1777156525105	1777156525544
USER	Login - 200 Concurrentes	720	START	1777156525544	1777156525544
REQUEST	585		login-peak	1777156525139	1777156525545	OK	 
USER	Login - 200 Concurrentes	585	END	1777156525139	1777156525545
USER	Login - 200 Concurrentes	721	START	1777156525546	1777156525546
REQUEST	573		login-peak	1777156525115	1777156525547	OK	 
USER	Login - 200 Concurrentes	573	END	1777156525115	1777156525548
USER	Login - 200 Concurrentes	722	START	1777156525548	1777156525548
REQUEST	488		login-peak	1777156524755	1777156525549	OK	 
REQUEST	468		login-peak	1777156524690	1777156525556	OK	 
REQUEST	534		login-peak	1777156524977	1777156525557	OK	 
REQUEST	492		login-peak	1777156524769	1777156525557	OK	 
REQUEST	526		login-peak	1777156524908	1777156525557	OK	 
USER	Login - 200 Concurrentes	488	END	1777156524755	1777156525556
USER	Login - 200 Concurrentes	468	END	1777156524689	1777156525556
USER	Login - 200 Concurrentes	534	END	1777156524977	1777156525557
USER	Login - 200 Concurrentes	492	END	1777156524769	1777156525557
USER	Login - 200 Concurrentes	724	START	1777156525558	1777156525558
USER	Login - 200 Concurrentes	723	START	1777156525558	1777156525558
USER	Login - 200 Concurrentes	725	START	1777156525558	1777156525558
USER	Login - 200 Concurrentes	726	START	1777156525558	1777156525558
USER	Login - 200 Concurrentes	526	END	1777156524908	1777156525559
USER	Login - 200 Concurrentes	727	START	1777156525559	1777156525559
REQUEST	589		login-peak	1777156525165	1777156525564	OK	 
USER	Login - 200 Concurrentes	589	END	1777156525165	1777156525566
USER	Login - 200 Concurrentes	728	START	1777156525566	1777156525566
REQUEST	581		login-peak	1777156525127	1777156525567	OK	 
USER	Login - 200 Concurrentes	581	END	1777156525127	1777156525567
USER	Login - 200 Concurrentes	729	START	1777156525568	1777156525568
REQUEST	597		login-peak	1777156525181	1777156525570	OK	 
USER	Login - 200 Concurrentes	597	END	1777156525181	1777156525570
USER	Login - 200 Concurrentes	730	START	1777156525570	1777156525570
REQUEST	646		login-peak	1777156525320	1777156525573	OK	 
REQUEST	593		login-peak	1777156525172	1777156525571	OK	 
USER	Login - 200 Concurrentes	593	END	1777156525172	1777156525573
USER	Login - 200 Concurrentes	731	START	1777156525573	1777156525573
REQUEST	605		login-peak	1777156525192	1777156525574	OK	 
USER	Login - 200 Concurrentes	605	END	1777156525192	1777156525575
USER	Login - 200 Concurrentes	732	START	1777156525575	1777156525575
USER	Login - 200 Concurrentes	646	END	1777156525320	1777156525576
USER	Login - 200 Concurrentes	733	START	1777156525576	1777156525576
REQUEST	609		login-peak	1777156525201	1777156525575	OK	 
USER	Login - 200 Concurrentes	609	END	1777156525200	1777156525578
USER	Login - 200 Concurrentes	734	START	1777156525578	1777156525578
REQUEST	621		login-peak	1777156525223	1777156525579	OK	 
USER	Login - 200 Concurrentes	621	END	1777156525223	1777156525580
USER	Login - 200 Concurrentes	735	START	1777156525581	1777156525581
REQUEST	586		login-peak	1777156525162	1777156525581	OK	 
USER	Login - 200 Concurrentes	586	END	1777156525142	1777156525582
USER	Login - 200 Concurrentes	736	START	1777156525582	1777156525582
REQUEST	495		login-peak	1777156524775	1777156525583	OK	 
USER	Login - 200 Concurrentes	495	END	1777156524774	1777156525583
USER	Login - 200 Concurrentes	737	START	1777156525583	1777156525583
REQUEST	642		login-peak	1777156525301	1777156525583	OK	 
USER	Login - 200 Concurrentes	642	END	1777156525300	1777156525585
USER	Login - 200 Concurrentes	738	START	1777156525585	1777156525585
REQUEST	530		login-peak	1777156524942	1777156525594	OK	 
REQUEST	617		login-peak	1777156525215	1777156525595	OK	 
REQUEST	582		login-peak	1777156525129	1777156525600	OK	 
USER	Login - 200 Concurrentes	530	END	1777156524942	1777156525599
USER	Login - 200 Concurrentes	582	END	1777156525129	1777156525600
USER	Login - 200 Concurrentes	739	START	1777156525601	1777156525601
USER	Login - 200 Concurrentes	740	START	1777156525601	1777156525601
REQUEST	504		login-peak	1777156524798	1777156525595	OK	 
USER	Login - 200 Concurrentes	504	END	1777156524798	1777156525602
USER	Login - 200 Concurrentes	741	START	1777156525604	1777156525604
USER	Login - 200 Concurrentes	617	END	1777156525215	1777156525605
REQUEST	613		login-peak	1777156525212	1777156525605	OK	 
USER	Login - 200 Concurrentes	742	START	1777156525605	1777156525605
USER	Login - 200 Concurrentes	613	END	1777156525212	1777156525612
USER	Login - 200 Concurrentes	743	START	1777156525614	1777156525614
REQUEST	625		login-peak	1777156525230	1777156525619	OK	 
REQUEST	562		login-peak	1777156525054	1777156525620	OK	 
USER	Login - 200 Concurrentes	562	END	1777156525053	1777156525621
USER	Login - 200 Concurrentes	744	START	1777156525621	1777156525621
USER	Login - 200 Concurrentes	625	END	1777156525230	1777156525624
USER	Login - 200 Concurrentes	745	START	1777156525624	1777156525624
REQUEST	554		login-peak	1777156525023	1777156525625	OK	 
USER	Login - 200 Concurrentes	554	END	1777156525023	1777156525627
USER	Login - 200 Concurrentes	746	START	1777156525627	1777156525627
REQUEST	570		login-peak	1777156525107	1777156525628	OK	 
USER	Login - 200 Concurrentes	570	END	1777156525106	1777156525628
USER	Login - 200 Concurrentes	747	START	1777156525628	1777156525628
REQUEST	641		login-peak	1777156525299	1777156525630	OK	 
REQUEST	629		login-peak	1777156525242	1777156525633	OK	 
USER	Login - 200 Concurrentes	641	END	1777156525298	1777156525633
USER	Login - 200 Concurrentes	629	END	1777156525241	1777156525633
USER	Login - 200 Concurrentes	748	START	1777156525635	1777156525635
