ASSERTION	AAMAAQpsb2dpbi1wZWFrAwABBAAAAAAAAMBXQAEAAAAAAACIs0A=
ASSERTION	AAECAAIFAAAAAAAAAAAA
RUN	parabank.Login200Test	login200test	1777156522795	 	3.3.1
USER	Login - 200 Concurrentes	892	END	1777156526149	1777156526313
USER	Login - 200 Concurrentes	959	START	1777156526313	1777156526313
REQUEST	879		login-peak	1777156526121	1777156526305	OK	 
REQUEST	615		login-peak	1777156525213	1777156526314	OK	 
USER	Login - 200 Concurrentes	879	END	1777156526121	1777156526313
USER	Login - 200 Concurrentes	960	START	1777156526314	1777156526314
USER	Login - 200 Concurrentes	615	END	1777156525213	1777156526314
USER	Login - 200 Concurrentes	961	START	1777156526315	1777156526315
REQUEST	876		login-peak	1777156526117	1777156526315	OK	 
REQUEST	672		login-peak	1777156525377	1777156526316	OK	 
REQUEST	883		login-peak	1777156526126	1777156526316	OK	 
USER	Login - 200 Concurrentes	876	END	1777156526116	1777156526316
USER	Login - 200 Concurrentes	672	END	1777156525377	1777156526316
USER	Login - 200 Concurrentes	883	END	1777156526126	1777156526317
USER	Login - 200 Concurrentes	962	START	1777156526318	1777156526318
USER	Login - 200 Concurrentes	963	START	1777156526318	1777156526318
USER	Login - 200 Concurrentes	964	START	1777156526318	1777156526318
REQUEST	881		login-peak	1777156526128	1777156526320	OK	 
REQUEST	885		login-peak	1777156526127	1777156526320	OK	 
REQUEST	741		login-peak	1777156525604	1777156526321	OK	 
USER	Login - 200 Concurrentes	881	END	1777156526122	1777156526320
USER	Login - 200 Concurrentes	885	END	1777156526127	1777156526321
USER	Login - 200 Concurrentes	741	END	1777156525604	1777156526321
USER	Login - 200 Concurrentes	965	START	1777156526322	1777156526322
USER	Login - 200 Concurrentes	966	START	1777156526322	1777156526322
USER	Login - 200 Concurrentes	967	START	1777156526322	1777156526322
REQUEST	902		login-peak	1777156526177	1777156526323	OK	 
REQUEST	894		login-peak	1777156526159	1777156526323	OK	 
USER	Login - 200 Concurrentes	902	END	1777156526175	1777156526323
USER	Login - 200 Concurrentes	894	END	1777156526158	1777156526324
USER	Login - 200 Concurrentes	968	START	1777156526324	1777156526324
USER	Login - 200 Concurrentes	969	START	1777156526324	1777156526324
REQUEST	695		login-peak	1777156525408	1777156526327	OK	 
REQUEST	895		login-peak	1777156526161	1777156526329	OK	 
USER	Login - 200 Concurrentes	695	END	1777156525408	1777156526329
USER	Login - 200 Concurrentes	970	START	1777156526330	1777156526330
REQUEST	896		login-peak	1777156526162	1777156526332	OK	 
USER	Login - 200 Concurrentes	896	END	1777156526162	1777156526332
USER	Login - 200 Concurrentes	971	START	1777156526334	1777156526334
REQUEST	882		login-peak	1777156526126	1777156526327	OK	 
REQUEST	765		login-peak	1777156525689	1777156526332	OK	 
USER	Login - 200 Concurrentes	882	END	1777156526125	1777156526335
USER	Login - 200 Concurrentes	972	START	1777156526336	1777156526336
USER	Login - 200 Concurrentes	765	END	1777156525689	1777156526336
USER	Login - 200 Concurrentes	973	START	1777156526336	1777156526336
REQUEST	890		login-peak	1777156526148	1777156526337	OK	 
USER	Login - 200 Concurrentes	890	END	1777156526148	1777156526337
USER	Login - 200 Concurrentes	974	START	1777156526337	1777156526337
USER	Login - 200 Concurrentes	895	END	1777156526161	1777156526339
REQUEST	675		login-peak	1777156525379	1777156526340	OK	 
USER	Login - 200 Concurrentes	975	START	1777156526340	1777156526340
USER	Login - 200 Concurrentes	675	END	1777156525378	1777156526340
USER	Login - 200 Concurrentes	976	START	1777156526340	1777156526340
REQUEST	752		login-peak	1777156525646	1777156526342	OK	 
USER	Login - 200 Concurrentes	752	END	1777156525646	1777156526343
USER	Login - 200 Concurrentes	977	START	1777156526343	1777156526343
REQUEST	647		login-peak	1777156525321	1777156526344	OK	 
REQUEST	914		login-peak	1777156526200	1777156526344	OK	 
USER	Login - 200 Concurrentes	647	END	1777156525321	1777156526344
REQUEST	903		login-peak	1777156526176	1777156526344	OK	 
USER	Login - 200 Concurrentes	978	START	1777156526344	1777156526344
USER	Login - 200 Concurrentes	903	END	1777156526176	1777156526344
REQUEST	891		login-peak	1777156526148	1777156526345	OK	 
USER	Login - 200 Concurrentes	979	START	1777156526344	1777156526344
USER	Login - 200 Concurrentes	891	END	1777156526148	1777156526345
REQUEST	699		login-peak	1777156525439	1777156526345	OK	 
USER	Login - 200 Concurrentes	980	START	1777156526345	1777156526345
USER	Login - 200 Concurrentes	699	END	1777156525438	1777156526345
USER	Login - 200 Concurrentes	981	START	1777156526345	1777156526345
REQUEST	709		login-peak	1777156525498	1777156526346	OK	 
USER	Login - 200 Concurrentes	914	END	1777156526200	1777156526346
USER	Login - 200 Concurrentes	982	START	1777156526347	1777156526347
REQUEST	667		login-peak	1777156525358	1777156526348	OK	 
USER	Login - 200 Concurrentes	709	END	1777156525498	1777156526347
USER	Login - 200 Concurrentes	667	END	1777156525355	1777156526348
USER	Login - 200 Concurrentes	983	START	1777156526349	1777156526349
USER	Login - 200 Concurrentes	984	START	1777156526349	1777156526349
REQUEST	925		login-peak	1777156526230	1777156526349	OK	 
USER	Login - 200 Concurrentes	925	END	1777156526229	1777156526350
USER	Login - 200 Concurrentes	985	START	1777156526350	1777156526350
REQUEST	918		login-peak	1777156526211	1777156526351	OK	 
REQUEST	735		login-peak	1777156525581	1777156526348	OK	 
USER	Login - 200 Concurrentes	918	END	1777156526211	1777156526352
USER	Login - 200 Concurrentes	986	START	1777156526352	1777156526352
USER	Login - 200 Concurrentes	735	END	1777156525581	1777156526352
USER	Login - 200 Concurrentes	987	START	1777156526352	1777156526352
REQUEST	779		login-peak	1777156525738	1777156526353	OK	 
REQUEST	888		login-peak	1777156526145	1777156526353	OK	 
REQUEST	923		login-peak	1777156526226	1777156526354	OK	 
USER	Login - 200 Concurrentes	888	END	1777156526145	1777156526354
USER	Login - 200 Concurrentes	988	START	1777156526354	1777156526354
USER	Login - 200 Concurrentes	779	END	1777156525738	1777156526354
USER	Login - 200 Concurrentes	989	START	1777156526355	1777156526355
USER	Login - 200 Concurrentes	923	END	1777156526226	1777156526354
USER	Login - 200 Concurrentes	990	START	1777156526355	1777156526355
REQUEST	766		login-peak	1777156525694	1777156526356	OK	 
USER	Login - 200 Concurrentes	766	END	1777156525694	1777156526356
USER	Login - 200 Concurrentes	991	START	1777156526357	1777156526357
REQUEST	688		login-peak	1777156525400	1777156526356	OK	 
REQUEST	748		login-peak	1777156525635	1777156526360	OK	 
REQUEST	644		login-peak	1777156525315	1777156526360	OK	 
USER	Login - 200 Concurrentes	688	END	1777156525399	1777156526360
USER	Login - 200 Concurrentes	748	END	1777156525635	1777156526360
USER	Login - 200 Concurrentes	992	START	1777156526361	1777156526361
USER	Login - 200 Concurrentes	993	START	1777156526361	1777156526361
REQUEST	922		login-peak	1777156526223	1777156526361	OK	 
REQUEST	926		login-peak	1777156526230	1777156526362	OK	 
USER	Login - 200 Concurrentes	922	END	1777156526222	1777156526362
USER	Login - 200 Concurrentes	994	START	1777156526362	1777156526362
USER	Login - 200 Concurrentes	926	END	1777156526230	1777156526362
USER	Login - 200 Concurrentes	995	START	1777156526363	1777156526363
REQUEST	929		login-peak	1777156526236	1777156526363	OK	 
USER	Login - 200 Concurrentes	929	END	1777156526236	1777156526363
USER	Login - 200 Concurrentes	996	START	1777156526364	1777156526364
REQUEST	927		login-peak	1777156526232	1777156526364	OK	 
USER	Login - 200 Concurrentes	927	END	1777156526231	1777156526364
USER	Login - 200 Concurrentes	997	START	1777156526365	1777156526365
USER	Login - 200 Concurrentes	644	END	1777156525311	1777156526366
USER	Login - 200 Concurrentes	998	START	1777156526366	1777156526366
REQUEST	732		login-peak	1777156525575	1777156526366	OK	 
USER	Login - 200 Concurrentes	732	END	1777156525575	1777156526368
USER	Login - 200 Concurrentes	999	START	1777156526368	1777156526368
REQUEST	904		login-peak	1777156526181	1777156526368	OK	 
USER	Login - 200 Concurrentes	904	END	1777156526181	1777156526369
USER	Login - 200 Concurrentes	1000	START	1777156526369	1777156526369
REQUEST	776		login-peak	1777156525722	1777156526374	OK	 
USER	Login - 200 Concurrentes	776	END	1777156525722	1777156526375
USER	Login - 200 Concurrentes	1001	START	1777156526375	1777156526375
REQUEST	908		login-peak	1777156526187	1777156526375	OK	 
USER	Login - 200 Concurrentes	908	END	1777156526187	1777156526376
REQUEST	745		login-peak	1777156525625	1777156526376	OK	 
USER	Login - 200 Concurrentes	745	END	1777156525624	1777156526376
USER	Login - 200 Concurrentes	1003	START	1777156526377	1777156526377
REQUEST	916		login-peak	1777156526205	1777156526376	OK	 
USER	Login - 200 Concurrentes	916	END	1777156526205	1777156526377
USER	Login - 200 Concurrentes	1002	START	1777156526376	1777156526376
USER	Login - 200 Concurrentes	1004	START	1777156526378	1777156526378
REQUEST	931		login-peak	1777156526244	1777156526379	OK	 
USER	Login - 200 Concurrentes	931	END	1777156526244	1777156526379
USER	Login - 200 Concurrentes	1005	START	1777156526379	1777156526379
REQUEST	742		login-peak	1777156525605	1777156526382	OK	 
REQUEST	713		login-peak	1777156525522	1777156526383	OK	 
USER	Login - 200 Concurrentes	742	END	1777156525605	1777156526382
USER	Login - 200 Concurrentes	1006	START	1777156526383	1777156526383
REQUEST	684		login-peak	1777156525399	1777156526384	OK	 
USER	Login - 200 Concurrentes	713	END	1777156525522	1777156526383
USER	Login - 200 Concurrentes	684	END	1777156525394	1777156526384
USER	Login - 200 Concurrentes	1008	START	1777156526385	1777156526385
USER	Login - 200 Concurrentes	1007	START	1777156526385	1777156526385
REQUEST	924		login-peak	1777156526226	1777156526386	OK	 
USER	Login - 200 Concurrentes	924	END	1777156526226	1777156526386
USER	Login - 200 Concurrentes	1009	START	1777156526386	1777156526386
REQUEST	920		login-peak	1777156526220	1777156526387	OK	 
USER	Login - 200 Concurrentes	920	END	1777156526220	1777156526388
REQUEST	712		login-peak	1777156525517	1777156526389	OK	 
USER	Login - 200 Concurrentes	1010	START	1777156526388	1777156526388
USER	Login - 200 Concurrentes	712	END	1777156525517	1777156526389
REQUEST	937		login-peak	1777156526255	1777156526390	OK	 
USER	Login - 200 Concurrentes	937	END	1777156526255	1777156526391
USER	Login - 200 Concurrentes	1011	START	1777156526389	1777156526389
USER	Login - 200 Concurrentes	1012	START	1777156526391	1777156526391
REQUEST	656		login-peak	1777156525342	1777156526390	OK	 
USER	Login - 200 Concurrentes	656	END	1777156525342	1777156526392
USER	Login - 200 Concurrentes	1013	START	1777156526392	1777156526392
REQUEST	932		login-peak	1777156526245	1777156526394	OK	 
USER	Login - 200 Concurrentes	932	END	1777156526244	1777156526395
USER	Login - 200 Concurrentes	1014	START	1777156526395	1777156526395
REQUEST	938		login-peak	1777156526255	1777156526399	OK	 
USER	Login - 200 Concurrentes	938	END	1777156526255	1777156526399
REQUEST	946		login-peak	1777156526275	1777156526399	OK	 
USER	Login - 200 Concurrentes	1015	START	1777156526399	1777156526399
USER	Login - 200 Concurrentes	946	END	1777156526275	1777156526399
USER	Login - 200 Concurrentes	1016	START	1777156526400	1777156526400
REQUEST	659		login-peak	1777156525346	1777156526401	OK	 
REQUEST	733		login-peak	1777156525576	1777156526401	OK	 
USER	Login - 200 Concurrentes	659	END	1777156525346	1777156526401
USER	Login - 200 Concurrentes	733	END	1777156525576	1777156526402
USER	Login - 200 Concurrentes	1017	START	1777156526402	1777156526402
USER	Login - 200 Concurrentes	1018	START	1777156526402	1777156526402
REQUEST	749		login-peak	1777156525635	1777156526403	OK	 
USER	Login - 200 Concurrentes	749	END	1777156525635	1777156526404
USER	Login - 200 Concurrentes	1019	START	1777156526404	1777156526404
REQUEST	660		login-peak	1777156525348	1777156526407	OK	 
USER	Login - 200 Concurrentes	660	END	1777156525348	1777156526408
USER	Login - 200 Concurrentes	1020	START	1777156526408	1777156526408
REQUEST	761		login-peak	1777156525680	1777156526409	OK	 
USER	Login - 200 Concurrentes	761	END	1777156525680	1777156526409
REQUEST	725		login-peak	1777156525558	1777156526409	OK	 
USER	Login - 200 Concurrentes	1021	START	1777156526409	1777156526409
USER	Login - 200 Concurrentes	725	END	1777156525558	1777156526410
USER	Login - 200 Concurrentes	1022	START	1777156526410	1777156526410
REQUEST	754		login-peak	1777156525649	1777156526411	OK	 
USER	Login - 200 Concurrentes	754	END	1777156525649	1777156526412
USER	Login - 200 Concurrentes	1023	START	1777156526412	1777156526412
REQUEST	753		login-peak	1777156525648	1777156526415	OK	 
USER	Login - 200 Concurrentes	753	END	1777156525647	1777156526415
REQUEST	781		login-peak	1777156525748	1777156526415	OK	 
USER	Login - 200 Concurrentes	1024	START	1777156526415	1777156526415
USER	Login - 200 Concurrentes	781	END	1777156525748	1777156526415
USER	Login - 200 Concurrentes	1025	START	1777156526416	1777156526416
REQUEST	919		login-peak	1777156526220	1777156526417	OK	 
REQUEST	778		login-peak	1777156525738	1777156526416	OK	 
USER	Login - 200 Concurrentes	919	END	1777156526220	1777156526418
USER	Login - 200 Concurrentes	1026	START	1777156526418	1777156526418
USER	Login - 200 Concurrentes	778	END	1777156525738	1777156526418
USER	Login - 200 Concurrentes	1027	START	1777156526419	1777156526419
REQUEST	830		login-peak	1777156525940	1777156526421	OK	 
USER	Login - 200 Concurrentes	830	END	1777156525940	1777156526422
USER	Login - 200 Concurrentes	1028	START	1777156526422	1777156526422
REQUEST	818		login-peak	1777156525911	1777156526423	OK	 
USER	Login - 200 Concurrentes	818	END	1777156525910	1777156526424
USER	Login - 200 Concurrentes	1029	START	1777156526424	1777156526424
REQUEST	793		login-peak	1777156525849	1777156526425	OK	 
USER	Login - 200 Concurrentes	793	END	1777156525849	1777156526425
USER	Login - 200 Concurrentes	1030	START	1777156526425	1777156526425
REQUEST	810		login-peak	1777156525898	1777156526429	OK	 
USER	Login - 200 Concurrentes	810	END	1777156525898	1777156526429
REQUEST	737		login-peak	1777156525584	1777156526430	OK	 
USER	Login - 200 Concurrentes	737	END	1777156525583	1777156526430
REQUEST	813		login-peak	1777156525906	1777156526430	OK	 
USER	Login - 200 Concurrentes	813	END	1777156525906	1777156526430
REQUEST	722		login-peak	1777156525549	1777156526430	OK	 
REQUEST	774		login-peak	1777156525716	1777156526431	OK	 
REQUEST	910		login-peak	1777156526196	1777156526432	OK	 
USER	Login - 200 Concurrentes	722	END	1777156525548	1777156526431
USER	Login - 200 Concurrentes	774	END	1777156525716	1777156526431
USER	Login - 200 Concurrentes	910	END	1777156526196	1777156526432
REQUEST	828		login-peak	1777156525935	1777156526430	OK	 
REQUEST	836		login-peak	1777156525953	1777156526433	OK	 
USER	Login - 200 Concurrentes	1033	START	1777156526430	1777156526430
USER	Login - 200 Concurrentes	828	END	1777156525935	1777156526433
USER	Login - 200 Concurrentes	836	END	1777156525953	1777156526433
USER	Login - 200 Concurrentes	1037	START	1777156526434	1777156526434
USER	Login - 200 Concurrentes	1038	START	1777156526434	1777156526434
USER	Login - 200 Concurrentes	1032	START	1777156526430	1777156526430
USER	Login - 200 Concurrentes	1031	START	1777156526429	1777156526429
REQUEST	899		login-peak	1777156526169	1777156526435	OK	 
USER	Login - 200 Concurrentes	899	END	1777156526169	1777156526436
USER	Login - 200 Concurrentes	1039	START	1777156526436	1777156526436
USER	Login - 200 Concurrentes	1034	START	1777156526432	1777156526432
REQUEST	804		login-peak	1777156525877	1777156526437	OK	 
USER	Login - 200 Concurrentes	804	END	1777156525877	1777156526437
USER	Login - 200 Concurrentes	1040	START	1777156526438	1777156526438
USER	Login - 200 Concurrentes	1035	START	1777156526432	1777156526432
USER	Login - 200 Concurrentes	1036	START	1777156526432	1777156526432
REQUEST	822		login-peak	1777156525917	1777156526440	OK	 
USER	Login - 200 Concurrentes	822	END	1777156525917	1777156526440
USER	Login - 200 Concurrentes	1041	START	1777156526440	1777156526440
REQUEST	799		login-peak	1777156525868	1777156526443	OK	 
USER	Login - 200 Concurrentes	799	END	1777156525868	1777156526444
USER	Login - 200 Concurrentes	1042	START	1777156526444	1777156526444
REQUEST	847		login-peak	1777156525983	1777156526449	OK	 
REQUEST	817		login-peak	1777156525910	1777156526449	OK	 
USER	Login - 200 Concurrentes	847	END	1777156525983	1777156526449
REQUEST	949		login-peak	1777156526280	1777156526449	OK	 
USER	Login - 200 Concurrentes	1043	START	1777156526449	1777156526449
USER	Login - 200 Concurrentes	817	END	1777156525910	1777156526449
USER	Login - 200 Concurrentes	949	END	1777156526280	1777156526449
USER	Login - 200 Concurrentes	1044	START	1777156526450	1777156526450
USER	Login - 200 Concurrentes	1045	START	1777156526450	1777156526450
REQUEST	844		login-peak	1777156525974	1777156526450	OK	 
USER	Login - 200 Concurrentes	844	END	1777156525974	1777156526451
REQUEST	795		login-peak	1777156525856	1777156526452	OK	 
USER	Login - 200 Concurrentes	795	END	1777156525855	1777156526452
REQUEST	801		login-peak	1777156525874	1777156526452	OK	 
USER	Login - 200 Concurrentes	1047	START	1777156526452	1777156526452
USER	Login - 200 Concurrentes	801	END	1777156525874	1777156526453
REQUEST	821		login-peak	1777156525912	1777156526453	OK	 
USER	Login - 200 Concurrentes	821	END	1777156525912	1777156526453
USER	Login - 200 Concurrentes	1049	START	1777156526453	1777156526453
USER	Login - 200 Concurrentes	1048	START	1777156526453	1777156526453
REQUEST	947		login-peak	1777156526279	1777156526454	OK	 
USER	Login - 200 Concurrentes	947	END	1777156526279	1777156526455
USER	Login - 200 Concurrentes	1050	START	1777156526455	1777156526455
USER	Login - 200 Concurrentes	1046	START	1777156526451	1777156526451
REQUEST	788		login-peak	1777156525830	1777156526457	OK	 
REQUEST	837		login-peak	1777156525953	1777156526457	OK	 
USER	Login - 200 Concurrentes	837	END	1777156525953	1777156526458
USER	Login - 200 Concurrentes	788	END	1777156525829	1777156526458
USER	Login - 200 Concurrentes	1052	START	1777156526459	1777156526459
USER	Login - 200 Concurrentes	1051	START	1777156526458	1777156526458
REQUEST	839		login-peak	1777156525958	1777156526460	OK	 
REQUEST	982		login-peak	1777156526347	1777156526458	OK	 
REQUEST	794		login-peak	1777156525854	1777156526461	OK	 
USER	Login - 200 Concurrentes	839	END	1777156525957	1777156526461
USER	Login - 200 Concurrentes	982	END	1777156526347	1777156526461
USER	Login - 200 Concurrentes	794	END	1777156525854	1777156526461
USER	Login - 200 Concurrentes	1053	START	1777156526462	1777156526462
USER	Login - 200 Concurrentes	1054	START	1777156526462	1777156526462
USER	Login - 200 Concurrentes	1055	START	1777156526462	1777156526462
REQUEST	820		login-peak	1777156525912	1777156526460	OK	 
USER	Login - 200 Concurrentes	820	END	1777156525912	1777156526463
USER	Login - 200 Concurrentes	1056	START	1777156526463	1777156526463
REQUEST	875		login-peak	1777156526116	1777156526466	OK	 
USER	Login - 200 Concurrentes	875	END	1777156526115	1777156526466
USER	Login - 200 Concurrentes	1057	START	1777156526467	1777156526467
REQUEST	824		login-peak	1777156525922	1777156526466	OK	 
USER	Login - 200 Concurrentes	824	END	1777156525922	1777156526467
USER	Login - 200 Concurrentes	1058	START	1777156526467	1777156526467
REQUEST	884		login-peak	1777156526126	1777156526468	OK	 
USER	Login - 200 Concurrentes	884	END	1777156526126	1777156526469
USER	Login - 200 Concurrentes	1059	START	1777156526469	1777156526469
REQUEST	797		login-peak	1777156525866	1777156526465	OK	 
USER	Login - 200 Concurrentes	797	END	1777156525865	1777156526470
USER	Login - 200 Concurrentes	1060	START	1777156526470	1777156526470
REQUEST	811		login-peak	1777156525903	1777156526471	OK	 
USER	Login - 200 Concurrentes	811	END	1777156525903	1777156526471
USER	Login - 200 Concurrentes	1061	START	1777156526471	1777156526471
REQUEST	845		login-peak	1777156525982	1777156526472	OK	 
USER	Login - 200 Concurrentes	845	END	1777156525981	1777156526473
REQUEST	866		login-peak	1777156526096	1777156526473	OK	 
USER	Login - 200 Concurrentes	1062	START	1777156526473	1777156526473
REQUEST	849		login-peak	1777156525988	1777156526473	OK	 
USER	Login - 200 Concurrentes	849	END	1777156525987	1777156526474
USER	Login - 200 Concurrentes	1063	START	1777156526475	1777156526475
REQUEST	956		login-peak	1777156526302	1777156526476	OK	 
USER	Login - 200 Concurrentes	956	END	1777156526302	1777156526477
USER	Login - 200 Concurrentes	1064	START	1777156526477	1777156526477
REQUEST	880		login-peak	1777156526122	1777156526478	OK	 
USER	Login - 200 Concurrentes	866	END	1777156526096	1777156526478
USER	Login - 200 Concurrentes	1065	START	1777156526478	1777156526478
USER	Login - 200 Concurrentes	880	END	1777156526122	1777156526479
USER	Login - 200 Concurrentes	1066	START	1777156526479	1777156526479
REQUEST	897		login-peak	1777156526163	1777156526478	OK	 
USER	Login - 200 Concurrentes	897	END	1777156526163	1777156526480
USER	Login - 200 Concurrentes	1067	START	1777156526480	1777156526480
REQUEST	809		login-peak	1777156525897	1777156526481	OK	 
REQUEST	952		login-peak	1777156526292	1777156526479	OK	 
USER	Login - 200 Concurrentes	952	END	1777156526291	1777156526482
USER	Login - 200 Concurrentes	1068	START	1777156526482	1777156526482
USER	Login - 200 Concurrentes	809	END	1777156525897	1777156526483
USER	Login - 200 Concurrentes	1069	START	1777156526483	1777156526483
REQUEST	940		login-peak	1777156526256	1777156526483	OK	 
USER	Login - 200 Concurrentes	940	END	1777156526256	1777156526484
REQUEST	862		login-peak	1777156526085	1777156526484	OK	 
USER	Login - 200 Concurrentes	1070	START	1777156526484	1777156526484
USER	Login - 200 Concurrentes	862	END	1777156526085	1777156526485
USER	Login - 200 Concurrentes	1071	START	1777156526485	1777156526485
REQUEST	944		login-peak	1777156526268	1777156526486	OK	 
USER	Login - 200 Concurrentes	944	END	1777156526268	1777156526486
USER	Login - 200 Concurrentes	1072	START	1777156526486	1777156526486
REQUEST	912		login-peak	1777156526198	1777156526487	OK	 
USER	Login - 200 Concurrentes	912	END	1777156526197	1777156526488
USER	Login - 200 Concurrentes	1073	START	1777156526488	1777156526488
REQUEST	992		login-peak	1777156526361	1777156526491	OK	 
USER	Login - 200 Concurrentes	992	END	1777156526361	1777156526491
USER	Login - 200 Concurrentes	1074	START	1777156526492	1777156526492
REQUEST	825		login-peak	1777156525929	1777156526497	OK	 
USER	Login - 200 Concurrentes	825	END	1777156525929	1777156526498
USER	Login - 200 Concurrentes	1075	START	1777156526498	1777156526498
REQUEST	1052		login-peak	1777156526459	1777156526578	OK	 
USER	Login - 200 Concurrentes	1052	END	1777156526459	1777156526578
USER	Login - 200 Concurrentes	1076	START	1777156526579	1777156526579
REQUEST	714		login-peak	1777156525526	1777156527096	OK	 
USER	Login - 200 Concurrentes	714	END	1777156525526	1777156527096
USER	Login - 200 Concurrentes	1077	START	1777156527097	1777156527097
REQUEST	717		login-peak	1777156525539	1777156527098	OK	 
REQUEST	783		login-peak	1777156525760	1777156527098	OK	 
USER	Login - 200 Concurrentes	717	END	1777156525538	1777156527098
USER	Login - 200 Concurrentes	1078	START	1777156527099	1777156527099
USER	Login - 200 Concurrentes	783	END	1777156525759	1777156527100
USER	Login - 200 Concurrentes	1079	START	1777156527100	1777156527100
REQUEST	719		login-peak	1777156525542	1777156527101	OK	 
USER	Login - 200 Concurrentes	719	END	1777156525541	1777156527101
REQUEST	668		login-peak	1777156525358	1777156527102	OK	 
USER	Login - 200 Concurrentes	1080	START	1777156527101	1777156527101
USER	Login - 200 Concurrentes	668	END	1777156525357	1777156527102
USER	Login - 200 Concurrentes	1081	START	1777156527102	1777156527102
REQUEST	723		login-peak	1777156525558	1777156527103	OK	 
USER	Login - 200 Concurrentes	723	END	1777156525558	1777156527103
USER	Login - 200 Concurrentes	1082	START	1777156527103	1777156527103
REQUEST	768		login-peak	1777156525695	1777156527104	OK	 
USER	Login - 200 Concurrentes	768	END	1777156525694	1777156527104
USER	Login - 200 Concurrentes	1083	START	1777156527104	1777156527104
REQUEST	740		login-peak	1777156525602	1777156527106	OK	 
REQUEST	640		login-peak	1777156525295	1777156527106	OK	 
REQUEST	707		login-peak	1777156525496	1777156527105	OK	 
REQUEST	643		login-peak	1777156525311	1777156527108	OK	 
USER	Login - 200 Concurrentes	740	END	1777156525601	1777156527106
USER	Login - 200 Concurrentes	640	END	1777156525295	1777156527106
USER	Login - 200 Concurrentes	707	END	1777156525496	1777156527108
USER	Login - 200 Concurrentes	643	END	1777156525311	1777156527108
USER	Login - 200 Concurrentes	1084	START	1777156527109	1777156527109
USER	Login - 200 Concurrentes	1085	START	1777156527109	1777156527109
USER	Login - 200 Concurrentes	1086	START	1777156527109	1777156527109
USER	Login - 200 Concurrentes	1087	START	1777156527109	1777156527109
REQUEST	724		login-peak	1777156525558	1777156527111	OK	 
USER	Login - 200 Concurrentes	724	END	1777156525558	1777156527111
USER	Login - 200 Concurrentes	1088	START	1777156527111	1777156527111
REQUEST	775		login-peak	1777156525719	1777156527111	OK	 
USER	Login - 200 Concurrentes	775	END	1777156525718	1777156527112
USER	Login - 200 Concurrentes	1089	START	1777156527112	1777156527112
REQUEST	648		login-peak	1777156525323	1777156527113	OK	 
REQUEST	727		login-peak	1777156525560	1777156527114	OK	 
REQUEST	691		login-peak	1777156525404	1777156527114	OK	 
REQUEST	708		login-peak	1777156525497	1777156527115	OK	 
USER	Login - 200 Concurrentes	648	END	1777156525323	1777156527113
USER	Login - 200 Concurrentes	727	END	1777156525559	1777156527114
USER	Login - 200 Concurrentes	691	END	1777156525404	1777156527114
REQUEST	652		login-peak	1777156525337	1777156527115	OK	 
USER	Login - 200 Concurrentes	1090	START	1777156527115	1777156527115
USER	Login - 200 Concurrentes	1091	START	1777156527115	1777156527115
USER	Login - 200 Concurrentes	708	END	1777156525497	1777156527115
USER	Login - 200 Concurrentes	652	END	1777156525337	1777156527115
USER	Login - 200 Concurrentes	1093	START	1777156527116	1777156527116
USER	Login - 200 Concurrentes	1094	START	1777156527116	1777156527116
USER	Login - 200 Concurrentes	1092	START	1777156527115	1777156527115
REQUEST	734		login-peak	1777156525578	1777156527118	OK	 
USER	Login - 200 Concurrentes	734	END	1777156525578	1777156527119
USER	Login - 200 Concurrentes	1095	START	1777156527119	1777156527119
REQUEST	744		login-peak	1777156525623	1777156527120	OK	 
USER	Login - 200 Concurrentes	744	END	1777156525621	1777156527121
USER	Login - 200 Concurrentes	1096	START	1777156527121	1777156527121
REQUEST	711		login-peak	1777156525505	1777156527120	OK	 
USER	Login - 200 Concurrentes	711	END	1777156525504	1777156527122
USER	Login - 200 Concurrentes	1097	START	1777156527122	1777156527122
REQUEST	782		login-peak	1777156525753	1777156527123	OK	 
USER	Login - 200 Concurrentes	782	END	1777156525752	1777156527123
USER	Login - 200 Concurrentes	1098	START	1777156527123	1777156527123
REQUEST	763		login-peak	1777156525681	1777156527220	OK	 
USER	Login - 200 Concurrentes	763	END	1777156525681	1777156527221
REQUEST	759		login-peak	1777156525679	1777156527222	OK	 
USER	Login - 200 Concurrentes	1099	START	1777156527222	1777156527222
USER	Login - 200 Concurrentes	759	END	1777156525678	1777156527222
REQUEST	757		login-peak	1777156525656	1777156527223	OK	 
USER	Login - 200 Concurrentes	1100	START	1777156527223	1777156527223
USER	Login - 200 Concurrentes	757	END	1777156525656	1777156527224
USER	Login - 200 Concurrentes	1101	START	1777156527224	1777156527224
REQUEST	716		login-peak	1777156525535	1777156527226	OK	 
USER	Login - 200 Concurrentes	716	END	1777156525535	1777156527226
USER	Login - 200 Concurrentes	1102	START	1777156527226	1777156527226
REQUEST	777		login-peak	1777156525732	1777156527227	OK	 
USER	Login - 200 Concurrentes	777	END	1777156525731	1777156527227
USER	Login - 200 Concurrentes	1103	START	1777156527227	1777156527227
REQUEST	758		login-peak	1777156525657	1777156527228	OK	 
USER	Login - 200 Concurrentes	758	END	1777156525657	1777156527228
USER	Login - 200 Concurrentes	1104	START	1777156527228	1777156527228
REQUEST	679		login-peak	1777156525387	1777156527230	OK	 
USER	Login - 200 Concurrentes	679	END	1777156525387	1777156527230
