ASSERTION	AAMAARFhY2NvdW50LXN0YXRlbWVudAMAAQQAAAAAAADAV0ABAAAAAAAAcKdA
ASSERTION	AAECAAIBAAAAAAAAAPA/
RUN	parabank.AccountStatementTest	accountstatementtest	1777157044010	 	3.3.1
REQUEST	175		account-statement	1777157044786	1777157045423	OK	 
USER	Account Statement Load	175	END	1777157044786	1777157045425
REQUEST	179		account-statement	1777157044787	1777157045426	OK	 
REQUEST	136		account-statement	1777157044765	1777157045427	OK	 
REQUEST	191		account-statement	1777157044793	1777157045429	OK	 
REQUEST	199		account-statement	1777157044796	1777157045430	OK	 
REQUEST	125		account-statement	1777157044754	1777157045430	OK	 
USER	Account Statement Load	136	END	1777157044764	1777157045428
USER	Account Statement Load	179	END	1777157044786	1777157045428
USER	Account Statement Load	191	END	1777157044793	1777157045429
USER	Account Statement Load	125	END	1777157044753	1777157045430
USER	Account Statement Load	199	END	1777157044796	1777157045430
REQUEST	192		account-statement	1777157044793	1777157045432	OK	 
USER	Account Statement Load	192	END	1777157044793	1777157045434
REQUEST	167		account-statement	1777157044782	1777157045433	OK	 
USER	Account Statement Load	167	END	1777157044781	1777157045435
REQUEST	118		account-statement	1777157044750	1777157045436	OK	 
REQUEST	200		account-statement	1777157044808	1777157045434	OK	 
USER	Account Statement Load	200	END	1777157044796	1777157045438
REQUEST	97		account-statement	1777157044754	1777157045438	OK	 
USER	Account Statement Load	97	END	1777157044739	1777157045438
USER	Account Statement Load	118	END	1777157044750	1777157045440
REQUEST	107		account-statement	1777157044747	1777157045437	OK	 
USER	Account Statement Load	107	END	1777157044746	1777157045440
REQUEST	164		account-statement	1777157044785	1777157045439	OK	 
USER	Account Statement Load	164	END	1777157044778	1777157045442
REQUEST	115		account-statement	1777157044749	1777157045442	OK	 
REQUEST	122		account-statement	1777157044752	1777157045447	OK	 
USER	Account Statement Load	115	END	1777157044748	1777157045447
USER	Account Statement Load	122	END	1777157044752	1777157045447
REQUEST	132		account-statement	1777157044773	1777157045443	OK	 
USER	Account Statement Load	132	END	1777157044755	1777157045449
REQUEST	91		account-statement	1777157044748	1777157045449	OK	 
USER	Account Statement Load	91	END	1777157044722	1777157045451
REQUEST	58		account-statement	1777157044706	1777157045449	OK	 
USER	Account Statement Load	58	END	1777157044706	1777157045451
REQUEST	82		account-statement	1777157044737	1777157045452	OK	 
USER	Account Statement Load	82	END	1777157044719	1777157045452
REQUEST	119		account-statement	1777157044751	1777157045453	OK	 
USER	Account Statement Load	119	END	1777157044750	1777157045453
REQUEST	111		account-statement	1777157044747	1777157045460	OK	 
USER	Account Statement Load	111	END	1777157044747	1777157045462
REQUEST	163		account-statement	1777157044778	1777157045462	OK	 
USER	Account Statement Load	163	END	1777157044778	1777157045466
REQUEST	99		account-statement	1777157044742	1777157045466	OK	 
USER	Account Statement Load	99	END	1777157044742	1777157045467
REQUEST	139		account-statement	1777157044766	1777157045467	OK	 
USER	Account Statement Load	139	END	1777157044766	1777157045468
REQUEST	172		account-statement	1777157044798	1777157045472	OK	 
USER	Account Statement Load	172	END	1777157044784	1777157045475
REQUEST	188		account-statement	1777157044802	1777157045476	OK	 
USER	Account Statement Load	188	END	1777157044791	1777157045478
REQUEST	180		account-statement	1777157044787	1777157045500	OK	 
USER	Account Statement Load	180	END	1777157044787	1777157045501
REQUEST	106		account-statement	1777157044746	1777157045502	OK	 
USER	Account Statement Load	106	END	1777157044746	1777157045504
REQUEST	90		account-statement	1777157044750	1777157045505	OK	 
REQUEST	148		account-statement	1777157044780	1777157045506	OK	 
USER	Account Statement Load	148	END	1777157044772	1777157045506
REQUEST	177		account-statement	1777157044786	1777157045507	OK	 
USER	Account Statement Load	90	END	1777157044721	1777157045507
USER	Account Statement Load	177	END	1777157044786	1777157045508
REQUEST	81		account-statement	1777157044752	1777157045508	OK	 
USER	Account Statement Load	81	END	1777157044719	1777157045509
REQUEST	110		account-statement	1777157044747	1777157045510	OK	 
REQUEST	178		account-statement	1777157044795	1777157045511	OK	 
REQUEST	117		account-statement	1777157044773	1777157045513	OK	 
REQUEST	194		account-statement	1777157044795	1777157045515	OK	 
REQUEST	185		account-statement	1777157044790	1777157045517	OK	 
REQUEST	154		account-statement	1777157044774	1777157045518	OK	 
REQUEST	114		account-statement	1777157044748	1777157045519	OK	 
USER	Account Statement Load	110	END	1777157044747	1777157045511
USER	Account Statement Load	178	END	1777157044786	1777157045511
USER	Account Statement Load	117	END	1777157044749	1777157045514
USER	Account Statement Load	194	END	1777157044794	1777157045515
USER	Account Statement Load	185	END	1777157044790	1777157045517
USER	Account Statement Load	154	END	1777157044774	1777157045519
USER	Account Statement Load	114	END	1777157044748	1777157045520
REQUEST	165		account-statement	1777157044780	1777157045521	OK	 
USER	Account Statement Load	165	END	1777157044780	1777157045522
REQUEST	109		account-statement	1777157044747	1777157045522	OK	 
USER	Account Statement Load	109	END	1777157044747	1777157045525
REQUEST	121		account-statement	1777157044774	1777157045525	OK	 
REQUEST	94		account-statement	1777157044738	1777157045520	OK	 
USER	Account Statement Load	94	END	1777157044738	1777157045527
REQUEST	113		account-statement	1777157044748	1777157045529	OK	 
USER	Account Statement Load	121	END	1777157044751	1777157045529
REQUEST	134		account-statement	1777157044792	1777157045527	OK	 
USER	Account Statement Load	134	END	1777157044763	1777157045531
REQUEST	140		account-statement	1777157044767	1777157045532	OK	 
USER	Account Statement Load	140	END	1777157044766	1777157045532
REQUEST	176		account-statement	1777157044808	1777157045533	OK	 
USER	Account Statement Load	176	END	1777157044786	1777157045533
USER	Account Statement Load	113	END	1777157044748	1777157045536
REQUEST	93		account-statement	1777157044738	1777157045536	OK	 
USER	Account Statement Load	93	END	1777157044737	1777157045537
REQUEST	50		account-statement	1777157044701	1777157045537	OK	 
REQUEST	150		account-statement	1777157044773	1777157045539	OK	 
REQUEST	182		account-statement	1777157044799	1777157045540	OK	 
USER	Account Statement Load	50	END	1777157044701	1777157045539
REQUEST	152		account-statement	1777157044774	1777157045541	OK	 
REQUEST	189		account-statement	1777157044792	1777157045538	OK	 
REQUEST	181		account-statement	1777157044787	1777157045544	OK	 
USER	Account Statement Load	150	END	1777157044773	1777157045540
USER	Account Statement Load	152	END	1777157044773	1777157045542
USER	Account Statement Load	189	END	1777157044792	1777157045544
USER	Account Statement Load	181	END	1777157044787	1777157045545
REQUEST	157		account-statement	1777157044775	1777157045545	OK	 
REQUEST	170		account-statement	1777157044783	1777157045547	OK	 
REQUEST	162		account-statement	1777157044790	1777157045548	OK	 
USER	Account Statement Load	182	END	1777157044787	1777157045547
USER	Account Statement Load	170	END	1777157044783	1777157045548
USER	Account Statement Load	157	END	1777157044775	1777157045550
REQUEST	149		account-statement	1777157044773	1777157045550	OK	 
REQUEST	166		account-statement	1777157044789	1777157045552	OK	 
REQUEST	142		account-statement	1777157044767	1777157045553	OK	 
USER	Account Statement Load	162	END	1777157044777	1777157045551
USER	Account Statement Load	166	END	1777157044780	1777157045552
USER	Account Statement Load	142	END	1777157044767	1777157045553
USER	Account Statement Load	149	END	1777157044773	1777157045555
REQUEST	158		account-statement	1777157044783	1777157045557	OK	 
USER	Account Statement Load	158	END	1777157044775	1777157045558
REQUEST	130		account-statement	1777157044755	1777157045559	OK	 
USER	Account Statement Load	130	END	1777157044755	1777157045561
REQUEST	138		account-statement	1777157044781	1777157045563	OK	 
USER	Account Statement Load	138	END	1777157044765	1777157045564
