ASSERTION	AAMAAQxsb2dpbi1ub3JtYWwDAAEEAAAAAAAAwFdAAQAAAAAAAECvQA==
ASSERTION	AAECAAIFAAAAAAAAAAAA
RUN	parabank.LoginTest	logintest	1777156495699	 	3.3.1
REQUEST	1131		login-normal	1777156503362	1777156503481	OK	 
USER	Login - 100 Concurrentes	1131	END	1777156503361	1777156503481
USER	Login - 100 Concurrentes	1148	START	1777156503481	1777156503481
REQUEST	1136		login-normal	1777156503376	1777156503487	OK	 
USER	Login - 100 Concurrentes	1136	END	1777156503376	1777156503487
USER	Login - 100 Concurrentes	1149	START	1777156503489	1777156503489
REQUEST	1103		login-normal	1777156503255	1777156503492	OK	 
REQUEST	1135		login-normal	1777156503375	1777156503494	OK	 
USER	Login - 100 Concurrentes	1103	END	1777156503254	1777156503494
USER	Login - 100 Concurrentes	1135	END	1777156503375	1777156503496
USER	Login - 100 Concurrentes	1150	START	1777156503496	1777156503496
USER	Login - 100 Concurrentes	1151	START	1777156503496	1777156503496
REQUEST	1132		login-normal	1777156503367	1777156503501	OK	 
USER	Login - 100 Concurrentes	1132	END	1777156503367	1777156503502
USER	Login - 100 Concurrentes	1152	START	1777156503502	1777156503502
REQUEST	1138		login-normal	1777156503393	1777156503506	OK	 
USER	Login - 100 Concurrentes	1138	END	1777156503393	1777156503507
REQUEST	1139		login-normal	1777156503394	1777156503507	OK	 
USER	Login - 100 Concurrentes	1153	START	1777156503507	1777156503507
USER	Login - 100 Concurrentes	1139	END	1777156503394	1777156503507
USER	Login - 100 Concurrentes	1154	START	1777156503507	1777156503507
REQUEST	1137		login-normal	1777156503391	1777156503511	OK	 
USER	Login - 100 Concurrentes	1137	END	1777156503391	1777156503511
USER	Login - 100 Concurrentes	1155	START	1777156503511	1777156503511
REQUEST	1141		login-normal	1777156503404	1777156503516	OK	 
USER	Login - 100 Concurrentes	1141	END	1777156503397	1777156503516
USER	Login - 100 Concurrentes	1156	START	1777156503516	1777156503516
REQUEST	1142		login-normal	1777156503418	1777156503517	OK	 
USER	Login - 100 Concurrentes	1142	END	1777156503418	1777156503518
REQUEST	1140		login-normal	1777156503395	1777156503519	OK	 
USER	Login - 100 Concurrentes	1140	END	1777156503395	1777156503519
USER	Login - 100 Concurrentes	1158	START	1777156503520	1777156503520
USER	Login - 100 Concurrentes	1157	START	1777156503518	1777156503518
REQUEST	1143		login-normal	1777156503421	1777156503535	OK	 
USER	Login - 100 Concurrentes	1143	END	1777156503420	1777156503535
USER	Login - 100 Concurrentes	1159	START	1777156503535	1777156503535
REQUEST	1144		login-normal	1777156503467	1777156503576	OK	 
USER	Login - 100 Concurrentes	1144	END	1777156503467	1777156503577
USER	Login - 100 Concurrentes	1160	START	1777156503577	1777156503577
REQUEST	1146		login-normal	1777156503474	1777156503583	OK	 
USER	Login - 100 Concurrentes	1146	END	1777156503474	1777156503583
USER	Login - 100 Concurrentes	1161	START	1777156503583	1777156503583
REQUEST	1145		login-normal	1777156503473	1777156503585	OK	 
USER	Login - 100 Concurrentes	1145	END	1777156503472	1777156503586
USER	Login - 100 Concurrentes	1162	START	1777156503586	1777156503586
REQUEST	1147		login-normal	1777156503479	1777156503594	OK	 
USER	Login - 100 Concurrentes	1147	END	1777156503479	1777156503595
USER	Login - 100 Concurrentes	1163	START	1777156503596	1777156503596
REQUEST	1149		login-normal	1777156503489	1777156503599	OK	 
USER	Login - 100 Concurrentes	1149	END	1777156503489	1777156503600
USER	Login - 100 Concurrentes	1164	START	1777156503600	1777156503600
REQUEST	1148		login-normal	1777156503482	1777156503601	OK	 
USER	Login - 100 Concurrentes	1148	END	1777156503481	1777156503601
USER	Login - 100 Concurrentes	1165	START	1777156503603	1777156503603
REQUEST	1153		login-normal	1777156503507	1777156503611	OK	 
USER	Login - 100 Concurrentes	1153	END	1777156503507	1777156503611
USER	Login - 100 Concurrentes	1166	START	1777156503611	1777156503611
REQUEST	1151		login-normal	1777156503499	1777156503613	OK	 
USER	Login - 100 Concurrentes	1151	END	1777156503496	1777156503613
USER	Login - 100 Concurrentes	1167	START	1777156503613	1777156503613
REQUEST	1152		login-normal	1777156503502	1777156503614	OK	 
USER	Login - 100 Concurrentes	1152	END	1777156503502	1777156503615
USER	Login - 100 Concurrentes	1168	START	1777156503615	1777156503615
REQUEST	1150		login-normal	1777156503499	1777156503618	OK	 
USER	Login - 100 Concurrentes	1150	END	1777156503496	1777156503618
USER	Login - 100 Concurrentes	1169	START	1777156503618	1777156503618
REQUEST	1154		login-normal	1777156503509	1777156503625	OK	 
REQUEST	1155		login-normal	1777156503511	1777156503625	OK	 
USER	Login - 100 Concurrentes	1154	END	1777156503507	1777156503626
USER	Login - 100 Concurrentes	1170	START	1777156503626	1777156503626
USER	Login - 100 Concurrentes	1155	END	1777156503511	1777156503626
USER	Login - 100 Concurrentes	1171	START	1777156503626	1777156503626
REQUEST	1158		login-normal	1777156503521	1777156503629	OK	 
USER	Login - 100 Concurrentes	1158	END	1777156503520	1777156503630
USER	Login - 100 Concurrentes	1172	START	1777156503630	1777156503630
REQUEST	1156		login-normal	1777156503517	1777156503631	OK	 
USER	Login - 100 Concurrentes	1156	END	1777156503516	1777156503632
USER	Login - 100 Concurrentes	1173	START	1777156503632	1777156503632
REQUEST	1157		login-normal	1777156503519	1777156503632	OK	 
USER	Login - 100 Concurrentes	1157	END	1777156503518	1777156503633
USER	Login - 100 Concurrentes	1174	START	1777156503633	1777156503633
REQUEST	1159		login-normal	1777156503536	1777156503640	OK	 
USER	Login - 100 Concurrentes	1159	END	1777156503535	1777156503640
USER	Login - 100 Concurrentes	1175	START	1777156503640	1777156503640
REQUEST	1161		login-normal	1777156503583	1777156503689	OK	 
REQUEST	1160		login-normal	1777156503577	1777156503688	OK	 
USER	Login - 100 Concurrentes	1161	END	1777156503583	1777156503689
USER	Login - 100 Concurrentes	1160	END	1777156503577	1777156503690
USER	Login - 100 Concurrentes	1177	START	1777156503690	1777156503690
USER	Login - 100 Concurrentes	1176	START	1777156503689	1777156503689
REQUEST	1162		login-normal	1777156503586	1777156503695	OK	 
USER	Login - 100 Concurrentes	1162	END	1777156503586	1777156503696
USER	Login - 100 Concurrentes	1178	START	1777156503696	1777156503696
REQUEST	942		login-normal	1777156499458	1777156503697	OK	 
USER	Login - 100 Concurrentes	942	END	1777156499454	1777156503698
USER	Login - 100 Concurrentes	1179	START	1777156503698	1777156503698
REQUEST	962		login-normal	1777156499496	1777156503698	OK	 
USER	Login - 100 Concurrentes	962	END	1777156499495	1777156503699
USER	Login - 100 Concurrentes	1180	START	1777156503699	1777156503699
REQUEST	951		login-normal	1777156499481	1777156503701	OK	 
REQUEST	954		login-normal	1777156499484	1777156503703	OK	 
USER	Login - 100 Concurrentes	951	END	1777156499474	1777156503703
USER	Login - 100 Concurrentes	954	END	1777156499484	1777156503703
REQUEST	932		login-normal	1777156499439	1777156503701	OK	 
USER	Login - 100 Concurrentes	1181	START	1777156503703	1777156503703
USER	Login - 100 Concurrentes	1182	START	1777156503703	1777156503703
USER	Login - 100 Concurrentes	932	END	1777156499439	1777156503704
REQUEST	972		login-normal	1777156499511	1777156503704	OK	 
USER	Login - 100 Concurrentes	972	END	1777156499511	1777156503704
USER	Login - 100 Concurrentes	1184	START	1777156503704	1777156503704
REQUEST	959		login-normal	1777156499491	1777156503706	OK	 
USER	Login - 100 Concurrentes	1183	START	1777156503704	1777156503704
REQUEST	968		login-normal	1777156499506	1777156503707	OK	 
USER	Login - 100 Concurrentes	968	END	1777156499506	1777156503707
REQUEST	952		login-normal	1777156499475	1777156503709	OK	 
USER	Login - 100 Concurrentes	1185	START	1777156503707	1777156503707
USER	Login - 100 Concurrentes	959	END	1777156499491	1777156503708
USER	Login - 100 Concurrentes	1186	START	1777156503709	1777156503709
USER	Login - 100 Concurrentes	952	END	1777156499475	1777156503709
USER	Login - 100 Concurrentes	1187	START	1777156503709	1777156503709
REQUEST	1163		login-normal	1777156503596	1777156503710	OK	 
USER	Login - 100 Concurrentes	1163	END	1777156503596	1777156503711
USER	Login - 100 Concurrentes	1188	START	1777156503711	1777156503711
REQUEST	1164		login-normal	1777156503601	1777156503711	OK	 
USER	Login - 100 Concurrentes	1164	END	1777156503600	1777156503711
USER	Login - 100 Concurrentes	1189	START	1777156503712	1777156503712
REQUEST	1165		login-normal	1777156503603	1777156503712	OK	 
USER	Login - 100 Concurrentes	1165	END	1777156503603	1777156503713
USER	Login - 100 Concurrentes	1190	START	1777156503713	1777156503713
REQUEST	1167		login-normal	1777156503614	1777156503717	OK	 
USER	Login - 100 Concurrentes	1167	END	1777156503613	1777156503717
USER	Login - 100 Concurrentes	1191	START	1777156503717	1777156503717
REQUEST	1166		login-normal	1777156503611	1777156503720	OK	 
USER	Login - 100 Concurrentes	1166	END	1777156503611	1777156503721
USER	Login - 100 Concurrentes	1192	START	1777156503721	1777156503721
REQUEST	1169		login-normal	1777156503619	1777156503724	OK	 
USER	Login - 100 Concurrentes	1169	END	1777156503618	1777156503724
USER	Login - 100 Concurrentes	1193	START	1777156503725	1777156503725
REQUEST	1168		login-normal	1777156503615	1777156503728	OK	 
USER	Login - 100 Concurrentes	1168	END	1777156503615	1777156503728
USER	Login - 100 Concurrentes	1194	START	1777156503729	1777156503729
REQUEST	1171		login-normal	1777156503626	1777156503731	OK	 
USER	Login - 100 Concurrentes	1171	END	1777156503626	1777156503732
USER	Login - 100 Concurrentes	1195	START	1777156503732	1777156503732
REQUEST	1172		login-normal	1777156503630	1777156503739	OK	 
USER	Login - 100 Concurrentes	1172	END	1777156503630	1777156503739
USER	Login - 100 Concurrentes	1196	START	1777156503739	1777156503739
REQUEST	1170		login-normal	1777156503626	1777156503743	OK	 
USER	Login - 100 Concurrentes	1170	END	1777156503626	1777156503743
USER	Login - 100 Concurrentes	1197	START	1777156503743	1777156503743
REQUEST	1173		login-normal	1777156503632	1777156503745	OK	 
USER	Login - 100 Concurrentes	1173	END	1777156503632	1777156503745
REQUEST	1174		login-normal	1777156503633	1777156503745	OK	 
USER	Login - 100 Concurrentes	1198	START	1777156503745	1777156503745
USER	Login - 100 Concurrentes	1174	END	1777156503633	1777156503746
USER	Login - 100 Concurrentes	1199	START	1777156503746	1777156503746
REQUEST	993		login-normal	1777156499549	1777156503762	OK	 
REQUEST	976		login-normal	1777156499520	1777156503763	OK	 
USER	Login - 100 Concurrentes	976	END	1777156499520	1777156503763
USER	Login - 100 Concurrentes	993	END	1777156499549	1777156503763
USER	Login - 100 Concurrentes	1201	START	1777156503764	1777156503764
USER	Login - 100 Concurrentes	1200	START	1777156503763	1777156503763
REQUEST	997		login-normal	1777156499556	1777156503766	OK	 
REQUEST	988		login-normal	1777156499538	1777156503766	OK	 
USER	Login - 100 Concurrentes	997	END	1777156499555	1777156503766
USER	Login - 100 Concurrentes	988	END	1777156499538	1777156503766
USER	Login - 100 Concurrentes	1202	START	1777156503766	1777156503766
USER	Login - 100 Concurrentes	1203	START	1777156503766	1777156503766
REQUEST	984		login-normal	1777156499531	1777156503767	OK	 
USER	Login - 100 Concurrentes	984	END	1777156499530	1777156503767
USER	Login - 100 Concurrentes	1204	START	1777156503767	1777156503767
REQUEST	1003		login-normal	1777156499565	1777156503769	OK	 
USER	Login - 100 Concurrentes	1003	END	1777156499565	1777156503769
USER	Login - 100 Concurrentes	1205	START	1777156503769	1777156503769
REQUEST	1005		login-normal	1777156499568	1777156503771	OK	 
USER	Login - 100 Concurrentes	1005	END	1777156499568	1777156503773
USER	Login - 100 Concurrentes	1206	START	1777156503773	1777156503773
REQUEST	1175		login-normal	1777156503641	1777156503773	OK	 
USER	Login - 100 Concurrentes	1175	END	1777156503640	1777156503774
USER	Login - 100 Concurrentes	1207	START	1777156503774	1777156503774
REQUEST	1177		login-normal	1777156503690	1777156503803	OK	 
USER	Login - 100 Concurrentes	1177	END	1777156503690	1777156503803
USER	Login - 100 Concurrentes	1208	START	1777156503804	1777156503804
REQUEST	957		login-normal	1777156499487	1777156503804	OK	 
USER	Login - 100 Concurrentes	957	END	1777156499487	1777156503805
USER	Login - 100 Concurrentes	1209	START	1777156503805	1777156503805
REQUEST	1176		login-normal	1777156503690	1777156503806	OK	 
REQUEST	1178		login-normal	1777156503696	1777156503806	OK	 
USER	Login - 100 Concurrentes	1176	END	1777156503689	1777156503807
USER	Login - 100 Concurrentes	1178	END	1777156503696	1777156503807
USER	Login - 100 Concurrentes	1211	START	1777156503807	1777156503807
USER	Login - 100 Concurrentes	1210	START	1777156503807	1777156503807
REQUEST	1179		login-normal	1777156503698	1777156503809	OK	 
USER	Login - 100 Concurrentes	1179	END	1777156503698	1777156503809
USER	Login - 100 Concurrentes	1212	START	1777156503810	1777156503810
REQUEST	1181		login-normal	1777156503703	1777156503811	OK	 
USER	Login - 100 Concurrentes	1181	END	1777156503703	1777156503811
USER	Login - 100 Concurrentes	1213	START	1777156503811	1777156503811
REQUEST	1182		login-normal	1777156503704	1777156503815	OK	 
USER	Login - 100 Concurrentes	1182	END	1777156503703	1777156503816
USER	Login - 100 Concurrentes	1214	START	1777156503816	1777156503816
REQUEST	1187		login-normal	1777156503710	1777156503817	OK	 
USER	Login - 100 Concurrentes	1187	END	1777156503709	1777156503817
USER	Login - 100 Concurrentes	1215	START	1777156503817	1777156503817
REQUEST	1184		login-normal	1777156503704	1777156503821	OK	 
REQUEST	1180		login-normal	1777156503699	1777156503821	OK	 
USER	Login - 100 Concurrentes	1184	END	1777156503704	1777156503821
USER	Login - 100 Concurrentes	1216	START	1777156503823	1777156503823
USER	Login - 100 Concurrentes	1180	END	1777156503699	1777156503822
USER	Login - 100 Concurrentes	1217	START	1777156503823	1777156503823
REQUEST	1190		login-normal	1777156503713	1777156503828	OK	 
USER	Login - 100 Concurrentes	1190	END	1777156503713	1777156503828
USER	Login - 100 Concurrentes	1218	START	1777156503828	1777156503828
REQUEST	1185		login-normal	1777156503707	1777156503831	OK	 
USER	Login - 100 Concurrentes	1185	END	1777156503707	1777156503831
USER	Login - 100 Concurrentes	1219	START	1777156503831	1777156503831
REQUEST	1188		login-normal	1777156503711	1777156503838	OK	 
USER	Login - 100 Concurrentes	1188	END	1777156503711	1777156503838
USER	Login - 100 Concurrentes	1220	START	1777156503839	1777156503839
REQUEST	1032		login-normal	1777156499606	1777156503840	OK	 
USER	Login - 100 Concurrentes	1032	END	1777156499606	1777156503840
USER	Login - 100 Concurrentes	1221	START	1777156503840	1777156503840
REQUEST	1031		login-normal	1777156499606	1777156503840	OK	 
USER	Login - 100 Concurrentes	1031	END	1777156499606	1777156503841
USER	Login - 100 Concurrentes	1222	START	1777156503841	1777156503841
REQUEST	1191		login-normal	1777156503717	1777156503842	OK	 
USER	Login - 100 Concurrentes	1191	END	1777156503717	1777156503842
USER	Login - 100 Concurrentes	1223	START	1777156503842	1777156503842
REQUEST	1041		login-normal	1777156499626	1777156503843	OK	 
USER	Login - 100 Concurrentes	1041	END	1777156499625	1777156503844
USER	Login - 100 Concurrentes	1224	START	1777156503844	1777156503844
REQUEST	1196		login-normal	1777156503739	1777156503849	OK	 
USER	Login - 100 Concurrentes	1196	END	1777156503739	1777156503849
USER	Login - 100 Concurrentes	1225	START	1777156503849	1777156503849
REQUEST	1197		login-normal	1777156503744	1777156503850	OK	 
USER	Login - 100 Concurrentes	1197	END	1777156503743	1777156503851
USER	Login - 100 Concurrentes	1226	START	1777156503851	1777156503851
REQUEST	1198		login-normal	1777156503746	1777156503856	OK	 
USER	Login - 100 Concurrentes	1198	END	1777156503745	1777156503856
USER	Login - 100 Concurrentes	1227	START	1777156503857	1777156503857
REQUEST	1199		login-normal	1777156503746	1777156503859	OK	 
USER	Login - 100 Concurrentes	1199	END	1777156503746	1777156503859
USER	Login - 100 Concurrentes	1228	START	1777156503859	1777156503859
REQUEST	980		login-normal	1777156499531	1777156503868	OK	 
USER	Login - 100 Concurrentes	980	END	1777156499531	1777156503869
USER	Login - 100 Concurrentes	1229	START	1777156503869	1777156503869
REQUEST	1204		login-normal	1777156503767	1777156503876	OK	 
USER	Login - 100 Concurrentes	1204	END	1777156503767	1777156503877
USER	Login - 100 Concurrentes	1230	START	1777156503877	1777156503877
REQUEST	985		login-normal	1777156499531	1777156503878	OK	 
USER	Login - 100 Concurrentes	985	END	1777156499531	1777156503879
USER	Login - 100 Concurrentes	1231	START	1777156503879	1777156503879
REQUEST	983		login-normal	1777156499532	1777156503879	OK	 
USER	Login - 100 Concurrentes	983	END	1777156499530	1777156503879
USER	Login - 100 Concurrentes	1232	START	1777156503879	1777156503879
REQUEST	978		login-normal	1777156499523	1777156503879	OK	 
USER	Login - 100 Concurrentes	978	END	1777156499522	1777156503880
USER	Login - 100 Concurrentes	1233	START	1777156503880	1777156503880
REQUEST	1006		login-normal	1777156499574	1777156503881	OK	 
